original_review,comment_clean,sentiment_label,label_numeric
Alexa rocks,alexa rocks,positive,2
"Got this as a gift and love it. I never would have bought one for myself, but now that I have it.... Allows me to play music on it from my amozon prime music ; that's worth it in and of itself.  Also, gives new's briefs and tells jokes.","got this as a gift and love it. i never would have bought one for myself, but now that i have it.... allows me to play music on it from my amozon prime music ; that's worth it in and of itself.  also, gives new's briefs and tells jokes.",positive,2
 ,,neutral,1
"My mom bought a few Echo Dots and repeated ask me to take one of hers because it was so great. I told her “no” for two days. When she made me take it, 6 hours later I could not live my life without it!  It’s that amazing, so now we have four large speakers and only the small Echo Dot, that I will be returning to her. I say if you’re going to order an Alexa speaker, go big and get the Echo, otherwise tou’ll Be returning the two Echo Dots you couldn’t live without.","my mom bought a few echo dots and repeated ask me to take one of hers because it was so great. i told her “no” for two days. when she made me take it, 6 hours later i could not live my life without it!  it’s that amazing, so now we have four large speakers and only the small echo dot, that i will be returning to her. i say if you’re going to order an alexa speaker, go big and get the echo, otherwise tou’ll be returning the two echo dots you couldn’t live without.",positive,2
Love it!! Great product!!!,love it!! great product!!!,positive,2
Easy set up very user friendly,easy set up very user friendly,positive,2
"Really disappointed Alexa has to be plug-in to wall socket all the time.  My fault for not checking this, but made the assumption that a company has technologically advanced as Amazon would sell this product with a rechargeable battery.  If I could return it, I would as my Apple music and boom speaker give me more flexibility the Alexa.","really disappointed alexa has to be plug-in to wall socket all the time.  my fault for not checking this, but made the assumption that a company has technologically advanced as amazon would sell this product with a rechargeable battery.  if i could return it, i would as my apple music and boom speaker give me more flexibility the alexa.",negative,0
I don't think the &#34;2nd gen&#34; sounds as good as the 1st.  But it does have an aux out... so you could add an external speaker.  But if you are going to do that why wouldn't you just get a dot?  2nd issue is (which isn't unique to this unit but I don't understand why I can't override the default that prevents you from playing a blue tooth speaker while playing through a &#34;group&#34;.  I get there is a delay when using a BT speaker.  But if the other units are not where they can be heard then I should be able to play as a group while using the BT speaker.,i don't think the &#34;2nd gen&#34; sounds as good as the 1st.  but it does have an aux out... so you could add an external speaker.  but if you are going to do that why wouldn't you just get a dot?  2nd issue is (which isn't unique to this unit but i don't understand why i can't override the default that prevents you from playing a blue tooth speaker while playing through a &#34;group&#34;.  i get there is a delay when using a bt speaker.  but if the other units are not where they can be heard then i should be able to play as a group while using the bt speaker.,neutral,1
Everything,everything,positive,2
I like the interaction of asking questions. I don’t like that I can’t ask her to setup schedule of off and on of connected lamp.,i like the interaction of asking questions. i don’t like that i can’t ask her to setup schedule of off and on of connected lamp.,neutral,1
Supberb sound! Definitely worth the extra money if you listen to lots of music.,supberb sound! definitely worth the extra money if you listen to lots of music.,positive,2
I really love my amazon echo. I think the sound quality is great and we have a lot of fun with it. It is really handy for music and to get updates on the weather and sports!,i really love my amazon echo. i think the sound quality is great and we have a lot of fun with it. it is really handy for music and to get updates on the weather and sports!,positive,2
Love it!  So do the grandkids!!,love it!  so do the grandkids!!,positive,2
"So far it has worked well. Not always intuitive as to how to link different devices, or ""skills"", but getting the hang of it.","so far it has worked well. not always intuitive as to how to link different devices, or ""skills"", but getting the hang of it.",positive,2
Works as advertised,works as advertised,positive,2
I love it!,i love it!,positive,2
"Love my new addition to the house! Speaker quality is great and over all we love our Alexa. My only two ( not complaints, more suggestions for the future series) would be better communication ability. Example: For our smart lights in the house. Unless we specify kitchen Light 1 or kitchen Light 2 prior to the command she either won’t respond or says she doesn’t recognize. It may be me, but I want my Alexa to respond when I say thank you afterwards. I have to repeat Alexa thank you and there are times she won’t respond to me, but will my husband. I know it sounds odd. We laugh about it, but maybe it’s a Southern thing but I want my Alexa to have manners too.","love my new addition to the house! speaker quality is great and over all we love our alexa. my only two ( not complaints, more suggestions for the future series) would be better communication ability. example: for our smart lights in the house. unless we specify kitchen light 1 or kitchen light 2 prior to the command she either won’t respond or says she doesn’t recognize. it may be me, but i want my alexa to respond when i say thank you afterwards. i have to repeat alexa thank you and there are times she won’t respond to me, but will my husband. i know it sounds odd. we laugh about it, but maybe it’s a southern thing but i want my alexa to have manners too.",positive,2
"Like everything about it. The music, the trivia games, the weather.","like everything about it. the music, the trivia games, the weather.",positive,2
As described and received on time.  Do not like automatic enrolment into music.,as described and received on time.  do not like automatic enrolment into music.,positive,2
A great device,a great device,positive,2
I owned an echo for overa year but the new lacks the easy way to increase or decrease volume without telling it to increase or decrease volume which is hard to do for my wife since English is her second language she was born in korea. But the sound from the echo is superb. So we’ll keep it..,i owned an echo for overa year but the new lacks the easy way to increase or decrease volume without telling it to increase or decrease volume which is hard to do for my wife since english is her second language she was born in korea. but the sound from the echo is superb. so we’ll keep it..,neutral,1
Love this!  Have it in the kitchen and works well!,love this!  have it in the kitchen and works well!,positive,2
Very nice!  I'm impressed - wish she had more to say though.,very nice!  i'm impressed - wish she had more to say though.,positive,2
Love the product. Nice to have easy access to so much info!!!,love the product. nice to have easy access to so much info!!!,positive,2
It's got great sound and bass but it doesn't work all of the time. Its still hot or miss when it recognizes things,it's got great sound and bass but it doesn't work all of the time. its still hot or miss when it recognizes things,negative,0
We are still discovering all that the Echo can do.,we are still discovering all that the echo can do.,positive,2
Amazing paroduct,amazing paroduct,positive,2
Good hearing range and sound quality. It was a bit complicated to set up and she doesn't quite understand me a lot even when I am speaking slowly and clearly but I love the flash briefing feature and interfacing with my abode home security system.,good hearing range and sound quality. it was a bit complicated to set up and she doesn't quite understand me a lot even when i am speaking slowly and clearly but i love the flash briefing feature and interfacing with my abode home security system.,positive,2
speaker sounds good,speaker sounds good,positive,2
Absolutely love!!,absolutely love!!,positive,2
The best part of this product is you can control the thermostat and lights for your house.  There isn’t anything I dislike.,the best part of this product is you can control the thermostat and lights for your house.  there isn’t anything i dislike.,positive,2
We're thoroughly enjoying our Amazon Echo. Installation was easy using the Alexa app. I purchased 2 Kasa smart plugs to control our living room lights. Installation again was easy using the Kasa app. They sinqued right up with the Echo. We're enjoying playing music with the Echo and the sound quality is awesome. We've added a Kasa smart bulb for our kitchen. Setup was seamless. We're looking forward to adding more automation to our home.,we're thoroughly enjoying our amazon echo. installation was easy using the alexa app. i purchased 2 kasa smart plugs to control our living room lights. installation again was easy using the kasa app. they sinqued right up with the echo. we're enjoying playing music with the echo and the sound quality is awesome. we've added a kasa smart bulb for our kitchen. setup was seamless. we're looking forward to adding more automation to our home.,positive,2
Home entertainment,home entertainment,positive,2
"Very cool product. Easy to setup, fun to use and sound quality is much better than I anticipated.","very cool product. easy to setup, fun to use and sound quality is much better than i anticipated.",positive,2
"Love these,  great sound... easy to connect and use...","love these,  great sound... easy to connect and use...",positive,2
"Doesn't work with my fairly new smart TV, but that's mainly the TV manufacturers(LG) fault due to not supporting anything older than TVs from this year. My smart locks also need an additional piece of equipment in order to connect as well. Speakers sound great and works very well.","doesn't work with my fairly new smart tv, but that's mainly the tv manufacturers(lg) fault due to not supporting anything older than tvs from this year. my smart locks also need an additional piece of equipment in order to connect as well. speakers sound great and works very well.",positive,2
Great sound from a little speaker,great sound from a little speaker,positive,2
We enjoy it,we enjoy it,positive,2
 ,,positive,2
Cool,cool,positive,2
"Good quality, great sound quality","good quality, great sound quality",positive,2
Works perfectly,works perfectly,positive,2
"Great product. Sometimes Alexa does not understand some commands for my Fire TV. All in all, this is a fabulous speaker.","great product. sometimes alexa does not understand some commands for my fire tv. all in all, this is a fabulous speaker.",positive,2
Love my Echo great sound very smart!,love my echo great sound very smart!,positive,2
Sure did !! Love it !!,sure did !! love it !!,positive,2
plays great,plays great,positive,2
Works absolutely great,works absolutely great,positive,2
Very amazing product. Great sound quality.,very amazing product. great sound quality.,positive,2
Best thing I've invested in in a while thank you so much 😁😁😁😁,best thing i've invested in in a while thank you so much 😁😁😁😁,positive,2
"I am extremely impressed with this item. Bought it from the &#34;warehouse&#34; or &#34;outlet&#34; with a &#34;minor imperfection. Can't tell it even has one. works great. Didn't come in packaging, but it was sealed up and had no damage and wasn't missing anything. I like the sound quality, I see some knock it. It's not a BOSE but it's more than great for our family. Easy to use, minor learning curve as it learns your voice. It integrates seamlessly with my other amazon services.Can't wait to get for my classroom too! It's a lot of fun even just as a speaker, let alone what I plan to do with it.","i am extremely impressed with this item. bought it from the &#34;warehouse&#34; or &#34;outlet&#34; with a &#34;minor imperfection. can't tell it even has one. works great. didn't come in packaging, but it was sealed up and had no damage and wasn't missing anything. i like the sound quality, i see some knock it. it's not a bose but it's more than great for our family. easy to use, minor learning curve as it learns your voice. it integrates seamlessly with my other amazon services.can't wait to get for my classroom too! it's a lot of fun even just as a speaker, let alone what i plan to do with it.",positive,2
"I love my Echo show!  and now i have this in my bedroom and it's wonderful!, music, info, sleeping sounds!","i love my echo show!  and now i have this in my bedroom and it's wonderful!, music, info, sleeping sounds!",positive,2
"Awesome life changer! Seriously, I am able to start my morning with Alexa, by having her &#34;wake&#34;me up with  her alarm and then playing me some music. She has gotten used to my voice, that I can be in another room and she will &#34;listen&#34; to what I say. I love both my echos!!! Don't hesitate, get one and for the price, the speaker is unbelievable. I am buying the cordless holder, so I can take the echo anywhere. Love my purchase and love alexa!!!!","awesome life changer! seriously, i am able to start my morning with alexa, by having her &#34;wake&#34;me up with  her alarm and then playing me some music. she has gotten used to my voice, that i can be in another room and she will &#34;listen&#34; to what i say. i love both my echos!!! don't hesitate, get one and for the price, the speaker is unbelievable. i am buying the cordless holder, so i can take the echo anywhere. love my purchase and love alexa!!!!",positive,2
"I am not super impressed with Alexa. When my Prime lapsed, she wouldn't play anything. She isn't smart enough to differentiate among spotify accounts so we can't use it for that either. She randomly speaks up when nobody is talking to her. Just today I unplugged her...not sure I'll ever use my Alexa again.","i am not super impressed with alexa. when my prime lapsed, she wouldn't play anything. she isn't smart enough to differentiate among spotify accounts so we can't use it for that either. she randomly speaks up when nobody is talking to her. just today i unplugged her...not sure i'll ever use my alexa again.",negative,0
I like everything about it !!!,i like everything about it !!!,positive,2
Liked 100%,liked 100%,positive,2
Never had ANY issue with buying use electronics as long as I get the GOOD or LIKE NEW. Just read the comment to see why it is used.,never had any issue with buying use electronics as long as i get the good or like new. just read the comment to see why it is used.,positive,2
Our family really loves this new Echo,our family really loves this new echo,positive,2
bought for my wife she loves it,bought for my wife she loves it,positive,2
Fun just got it today now my I pod will go in my car and I will use this is the house.,fun just got it today now my i pod will go in my car and i will use this is the house.,positive,2
Like it to do more,like it to do more,positive,2
"This is our third echo. Worth every penny. It's like having 3 household employees for a small flat rate. We keep them in the bedrooms and the living room. We can drop-in and use them as an intercom, listen to music, answer quick questions, alarms to wake up for school, etc.","this is our third echo. worth every penny. it's like having 3 household employees for a small flat rate. we keep them in the bedrooms and the living room. we can drop-in and use them as an intercom, listen to music, answer quick questions, alarms to wake up for school, etc.",positive,2
Listen music and set timer,listen music and set timer,positive,2
I received the echo in perfect condition. The device was easy to set up and responds quickly and without any issues. Alexa is a great addition to our family!,i received the echo in perfect condition. the device was easy to set up and responds quickly and without any issues. alexa is a great addition to our family!,positive,2
Good sound. Like it for music and scheduling. Like that i can get random thoughts recorded while I think about them. The jokes are cute!,good sound. like it for music and scheduling. like that i can get random thoughts recorded while i think about them. the jokes are cute!,positive,2
Purchased this for myself and am just beginning to learn all that it can do.  So far am very pleased and amazed at the different actions it can perform.  Am enjoying it and looking forward to learning more about other options it provides.,purchased this for myself and am just beginning to learn all that it can do.  so far am very pleased and amazed at the different actions it can perform.  am enjoying it and looking forward to learning more about other options it provides.,positive,2
"This echo is just as great as my others, even though it is smaller.","this echo is just as great as my others, even though it is smaller.",positive,2
Funny how you buy something just because it looks fun and it winds up being a totally useful part of your home!!!  Loving it!!,funny how you buy something just because it looks fun and it winds up being a totally useful part of your home!!!  loving it!!,positive,2
"I bought this to replace a &#34;Dot&#34; in my living room. Speaker is slightly better. It hears me better over the TV. Unfortunately, it doesn't understand or respond to my requests as well as the Dot. I frequently have to request 2 or 3 times to get it to do what I want. The Dot usually does exactly what I want on the first request. I don't consider it an upgrade.","i bought this to replace a &#34;dot&#34; in my living room. speaker is slightly better. it hears me better over the tv. unfortunately, it doesn't understand or respond to my requests as well as the dot. i frequently have to request 2 or 3 times to get it to do what i want. the dot usually does exactly what i want on the first request. i don't consider it an upgrade.",neutral,1
"I have had all good experience, so far with the second generation Echo. There are so many more things to learn, but I have not had the time yet. Right now, I am mostly enjoying the music, weather updates, using the alarm feature, and her personality. I have also purchased some mini smart socket yes. I am very excited to begin using them","i have had all good experience, so far with the second generation echo. there are so many more things to learn, but i have not had the time yet. right now, i am mostly enjoying the music, weather updates, using the alarm feature, and her personality. i have also purchased some mini smart socket yes. i am very excited to begin using them",positive,2
"I’m having trouble connecting my tv to it, but I’m not exactly tech smart. I’m sure one of my grandsons will figure it out for me. So far I’ve been using it mostly for music.","i’m having trouble connecting my tv to it, but i’m not exactly tech smart. i’m sure one of my grandsons will figure it out for me. so far i’ve been using it mostly for music.",positive,2
Simply love my Echo. I hardly watch any TV at all anymore. I'm too busy listening to music. Speaker is pretty goo for its size. All the fun skills really make the echo fun for my whole family.,simply love my echo. i hardly watch any tv at all anymore. i'm too busy listening to music. speaker is pretty goo for its size. all the fun skills really make the echo fun for my whole family.,positive,2
Enjoyed entire echo experience,enjoyed entire echo experience,positive,2
Easy to set up.,easy to set up.,positive,2
"The Echo is an amazing device.  Many times it seems very intuitive.  But at other times I ask for something that seems clear and simple and get no result.  Installation was fairly straightforward, but I messed up several times simply because I thought a step was complete when it wasn't.  This actually made me lose ground until I figured that out.  My advice is to be patient; the app will let you know when you can move on to the next step.My biggest issue of the moment is that we have several Echo devices in our home and I would like to use them as intercoms (which I am told can be done).  However, I can't make any of the Echos aware of the others existence.  When I ask Alexa how to do this she answers about instructions how to change her name.  I know this is likely my fault, but I would think the designers would anticipate this and make it easier to find the needed instructions.  A small deal for many device savvy people, but a challenge for me.","the echo is an amazing device.  many times it seems very intuitive.  but at other times i ask for something that seems clear and simple and get no result.  installation was fairly straightforward, but i messed up several times simply because i thought a step was complete when it wasn't.  this actually made me lose ground until i figured that out.  my advice is to be patient; the app will let you know when you can move on to the next step.my biggest issue of the moment is that we have several echo devices in our home and i would like to use them as intercoms (which i am told can be done).  however, i can't make any of the echos aware of the others existence.  when i ask alexa how to do this she answers about instructions how to change her name.  i know this is likely my fault, but i would think the designers would anticipate this and make it easier to find the needed instructions.  a small deal for many device savvy people, but a challenge for me.",positive,2
We are loving Ours very much,we are loving ours very much,positive,2
"I have the original Alexa and the Tap and so far the 2nd generation is the best. I'm happy to see they are making improvements with each new one.It would be great to have updates to our little A.I.'s, I think it would help out a lot with the bugs in it. All in all I am very happy with her and I can now play music throughout the whole house and adjust the bass and treble. Thank you","i have the original alexa and the tap and so far the 2nd generation is the best. i'm happy to see they are making improvements with each new one.it would be great to have updates to our little a.i.'s, i think it would help out a lot with the bugs in it. all in all i am very happy with her and i can now play music throughout the whole house and adjust the bass and treble. thank you",positive,2
"Very pleased with the Echo 2nd Generation. It is so nice to have Alexa available for music, weather, news, and probably a lot more we haven’t discovered.","very pleased with the echo 2nd generation. it is so nice to have alexa available for music, weather, news, and probably a lot more we haven’t discovered.",positive,2
"I am pleasantly surprised by the sound quality of the Echo. If you are a big fan of deep bass, this might not be sufficient for you though. The potential to control your home is an option I will explore more as I evolve my home into a ""smart home"". The voice recognition is very impressive. It is stylish and fun. I have no regrets with this purchase. It is great for technically changes people. Ask it to play a song or a movie and it responds instantly. If you have an elderly loved one, this would be a great gift. Once connected to wifi, it is very simple to use.  If you want unlimited music control, be sure to have amazon prime or premium spotify and you will be blown away with your personal dj! You can even have conversations with the echo. I am not embarrassed to say, that echo has made me laugh a couple times when I ask it to tell me a joke. It tells me where my packages are since I am an amazon prime addict, it comes in extremely  handy!","i am pleasantly surprised by the sound quality of the echo. if you are a big fan of deep bass, this might not be sufficient for you though. the potential to control your home is an option i will explore more as i evolve my home into a ""smart home"". the voice recognition is very impressive. it is stylish and fun. i have no regrets with this purchase. it is great for technically changes people. ask it to play a song or a movie and it responds instantly. if you have an elderly loved one, this would be a great gift. once connected to wifi, it is very simple to use.  if you want unlimited music control, be sure to have amazon prime or premium spotify and you will be blown away with your personal dj! you can even have conversations with the echo. i am not embarrassed to say, that echo has made me laugh a couple times when i ask it to tell me a joke. it tells me where my packages are since i am an amazon prime addict, it comes in extremely  handy!",positive,2
Easy to setup. Love all the things she does.,easy to setup. love all the things she does.,positive,2
Have Alexa throughout the house----the future has arrived!,have alexa throughout the house----the future has arrived!,positive,2
"I already have an Alexa and with Amazon find today I could not resist getting an echo also. It is the best thing I ever did, I use them on each side of the house! And couldn't be happier!","i already have an alexa and with amazon find today i could not resist getting an echo also. it is the best thing i ever did, i use them on each side of the house! and couldn't be happier!",positive,2
Arrived as expected.,arrived as expected.,positive,2
"Bought this a few weeks ago -  everything about this product is excellent !!!!! Don't forget to buy a charger when ordering, it's a must have to take outside by the pool and not have to worry about hiring an electrician to put in outlets all over the yard.","bought this a few weeks ago -  everything about this product is excellent !!!!! don't forget to buy a charger when ordering, it's a must have to take outside by the pool and not have to worry about hiring an electrician to put in outlets all over the yard.",positive,2
Terrific,terrific,positive,2
Love my Echo,love my echo,positive,2
It’s smaller than the original. Looks nicer too.,it’s smaller than the original. looks nicer too.,positive,2
Works great!,works great!,positive,2
"My husband and I are what I would call &#34;late adopters&#34; when it come to technology, but we decide we would try and Echo to serve primarily as a music source.  Wow, were we amazed and the great sound!  We've also been having a great time listening to all of our favorite songs buy just asking Alexa.  I may even buy one for my elderly Dad - I think he will enjoy having one to listen to music or even place his calls to us!","my husband and i are what i would call &#34;late adopters&#34; when it come to technology, but we decide we would try and echo to serve primarily as a music source.  wow, were we amazed and the great sound!  we've also been having a great time listening to all of our favorite songs buy just asking alexa.  i may even buy one for my elderly dad - i think he will enjoy having one to listen to music or even place his calls to us!",positive,2
"I really have enjoyed it.  Changing the Directv channels, plays iHeartRadio and Pandora , adjusts the ac thermostat and turns the living room lights and outside lights.","i really have enjoyed it.  changing the directv channels, plays iheartradio and pandora , adjusts the ac thermostat and turns the living room lights and outside lights.",positive,2
I have been wanting one of these for a while now.  Bought on Prime Day and absolutely love it.,i have been wanting one of these for a while now.  bought on prime day and absolutely love it.,positive,2
We are so glad that we got the Echo over a Bluetooth speaker. Alexa does so much more stuff than other non smart speakers out there. I personally love the timer feature. It has helped me with cooking multiple things simultaneously. Pandora integration is another feature that I use daily. So happy with out Prime Day purchase. I will get the Echo hub and a few more Echo dots in the future.,we are so glad that we got the echo over a bluetooth speaker. alexa does so much more stuff than other non smart speakers out there. i personally love the timer feature. it has helped me with cooking multiple things simultaneously. pandora integration is another feature that i use daily. so happy with out prime day purchase. i will get the echo hub and a few more echo dots in the future.,positive,2
See subject line.  Love it,see subject line.  love it,positive,2
Love it!,love it!,positive,2
Very easy setup.,very easy setup.,positive,2
"I was hesitant to buy the echo because I have the echo Dot and it seems good enough. The echo is the same except the sound quality, which I really didn't feel I needed. However, I am so glad I got it. What a difference! The sound really is far superior to the Echo Dot! Now I can listen to The Greatest Showman with a little more power!","i was hesitant to buy the echo because i have the echo dot and it seems good enough. the echo is the same except the sound quality, which i really didn't feel i needed. however, i am so glad i got it. what a difference! the sound really is far superior to the echo dot! now i can listen to the greatest showman with a little more power!",positive,2
Sound quality is great. Still learning about all the different things I can do with it. FUN!!!,sound quality is great. still learning about all the different things i can do with it. fun!!!,positive,2
Got a good deal and works great with Prime.  Setup was a bit of a pain but more the fault of crappy internet service.  Has worked great with nice sound from small speaker.,got a good deal and works great with prime.  setup was a bit of a pain but more the fault of crappy internet service.  has worked great with nice sound from small speaker.,positive,2
I love it!!,i love it!!,positive,2
Works great! Perfect for my office!,works great! perfect for my office!,positive,2
Love it--- have one inside house and one by our pool now . Just as good as Bose speakers around house -,love it--- have one inside house and one by our pool now . just as good as bose speakers around house -,positive,2
easy to use--amazing,easy to use--amazing,positive,2
Nice product A+,nice product a+,positive,2
We love our Echo! We were totally amazed at the speaker quality. Only bummed we didn’t buy two since we got it on Prime day!,we love our echo! we were totally amazed at the speaker quality. only bummed we didn’t buy two since we got it on prime day!,positive,2
Very responsive. Great sound quality for its size.,very responsive. great sound quality for its size.,positive,2
It's so efficient and amazing!  How COOL!  We all use it often every day...,it's so efficient and amazing!  how cool!  we all use it often every day...,positive,2
"I’m impressed with the quality of sound that the Echo has, it’s definitely comparable to my Bose Mini. I only gave 4 stars because I can’t use my Apple Music account.","i’m impressed with the quality of sound that the echo has, it’s definitely comparable to my bose mini. i only gave 4 stars because i can’t use my apple music account.",positive,2
Technology in such a small device. The price was good too! The sound is amazing! A must have feature for any home!,technology in such a small device. the price was good too! the sound is amazing! a must have feature for any home!,positive,2
Mainly use it for the music but I’m learning more all the time.  Really nothing bad to say about it,mainly use it for the music but i’m learning more all the time.  really nothing bad to say about it,positive,2
"I replaced my 1st gen, was concerned about a smaller unit not having the same sound...I was wrong.  If anything it's the same volume, and more clear.  Good product.","i replaced my 1st gen, was concerned about a smaller unit not having the same sound...i was wrong.  if anything it's the same volume, and more clear.  good product.",positive,2
Great addition to my Echo Plus!,great addition to my echo plus!,positive,2
the best,the best,positive,2
Love the feature to play music in every room with multiple Echos.,love the feature to play music in every room with multiple echos.,positive,2
I love Alexa!  I am surprised how much I use her.,i love alexa!  i am surprised how much i use her.,positive,2
I use this product for enjoyment and I just love it,i use this product for enjoyment and i just love it,positive,2
Easy to use and has great sound...It was a great purchase at a great price.,easy to use and has great sound...it was a great purchase at a great price.,positive,2
Very easy to set up and have no issues.,very easy to set up and have no issues.,positive,2
This unit add much pleasure to our Echo Plus.  We now can have music and information through our home. (or just in one room),this unit add much pleasure to our echo plus.  we now can have music and information through our home. (or just in one room),positive,2
It's extremely useful in simple things like spotify and audible and things like that but sometimes it doesn't answer everything I ask but it's still nice to use.,it's extremely useful in simple things like spotify and audible and things like that but sometimes it doesn't answer everything i ask but it's still nice to use.,positive,2
Too difficult to set up.  It keeps timing out before you can enter the password,too difficult to set up.  it keeps timing out before you can enter the password,negative,0
"Just getting use to using the Echo. Used it for shopping lists, listening to music and as a timer. Working great so far.","just getting use to using the echo. used it for shopping lists, listening to music and as a timer. working great so far.",positive,2
Very cool and lots of fun! Used for a week and still learning its capabilities.,very cool and lots of fun! used for a week and still learning its capabilities.,positive,2
"Love it, love it!!!!!!!!","love it, love it!!!!!!!!",positive,2
Love it but having a hard time setting up all the apps,love it but having a hard time setting up all the apps,positive,2
I use it in my office and another at my apartment for music and information,i use it in my office and another at my apartment for music and information,positive,2
"it's great for music, a little hard to figure out how it works.","it's great for music, a little hard to figure out how it works.",positive,2
"This was given to my 7 year at the time as a birthday gift from his dad. He loves it, ask Alexa anything she has the answer, plus it’s good for homework. So I purchased one on prime day for my bathroom for when I’m getting ready for work. I listen to music at 4am and the base it’s metro booming.. Replacement for my clock radio, plus I have the echo dot on my night stand as my alarm clock..","this was given to my 7 year at the time as a birthday gift from his dad. he loves it, ask alexa anything she has the answer, plus it’s good for homework. so i purchased one on prime day for my bathroom for when i’m getting ready for work. i listen to music at 4am and the base it’s metro booming.. replacement for my clock radio, plus i have the echo dot on my night stand as my alarm clock..",positive,2
"Very impressed with look, clarity of sound and color.","very impressed with look, clarity of sound and color.",positive,2
Alexa is amazing! Great speaker.,alexa is amazing! great speaker.,positive,2
"Still getting used to Alexa, don't have her connected to our TV yet or other things right now use her for music and information, which she is great!!","still getting used to alexa, don't have her connected to our tv yet or other things right now use her for music and information, which she is great!!",positive,2
"Works and sounds great! My house is barely 1100sf, and I have this sitting on my kitchen counter. I can hear it, and speak to it from any room. Lots of functionality still to discover.","works and sounds great! my house is barely 1100sf, and i have this sitting on my kitchen counter. i can hear it, and speak to it from any room. lots of functionality still to discover.",positive,2
"I have had pure fun with my echo.  Weather, jokes, news briefing, and music but still so much more to use it for.  A lot of fun for the money.","i have had pure fun with my echo.  weather, jokes, news briefing, and music but still so much more to use it for.  a lot of fun for the money.",positive,2
Use this all the time and especially to communicate with kids throughout the home,use this all the time and especially to communicate with kids throughout the home,positive,2
"Love it, still learning, makes a lot of things easier, like if you forget to turn a light off and your in another room all you do is ask Alexa to turn the light off.","love it, still learning, makes a lot of things easier, like if you forget to turn a light off and your in another room all you do is ask alexa to turn the light off.",positive,2
Bought this for my daughter when she turned 9.  She loves it!!  I especially like the calling feature since she doesn’t have a cell phone.  She loves playing music and dancing and with Amazon music she can play all her favorite songs ...... sometimes over and over and over again lol!,bought this for my daughter when she turned 9.  she loves it!!  i especially like the calling feature since she doesn’t have a cell phone.  she loves playing music and dancing and with amazon music she can play all her favorite songs ...... sometimes over and over and over again lol!,positive,2
We got this as a wedding gift and haven’t discovered all of its features yet. Will update. Playing music is great though!,we got this as a wedding gift and haven’t discovered all of its features yet. will update. playing music is great though!,positive,2
I am impressed with the sound quality.,i am impressed with the sound quality.,positive,2
"Very pleased with my purchase of Echo Smart Speaker - love the fact that I can play music of different genre's whenever I want.Had some trouble at first with the WI FI, but it is now working.","very pleased with my purchase of echo smart speaker - love the fact that i can play music of different genre's whenever i want.had some trouble at first with the wi fi, but it is now working.",positive,2
"My  wife & I enjoy the ease of playing our music. The games are fun & entertaining, I look forward to adding more smart products to my home.","my  wife & i enjoy the ease of playing our music. the games are fun & entertaining, i look forward to adding more smart products to my home.",positive,2
"This is my second Echo and I love how it helps me in the kitchen. I can set timers, listen to the news, prepare grocery lists, and get great music.","this is my second echo and i love how it helps me in the kitchen. i can set timers, listen to the news, prepare grocery lists, and get great music.",positive,2
The sound quality is good just wish alexa could answer more questions,the sound quality is good just wish alexa could answer more questions,positive,2
"This is my second Echo, I have the Dot but the speaker is weak so I purchased this and for listening to music the speaker is great.","this is my second echo, i have the dot but the speaker is weak so i purchased this and for listening to music the speaker is great.",positive,2
great sound,great sound,positive,2
Great,great,positive,2
We really only use this as a speaker to stream music. We’ve had it 7 months and it’s just kinda useless.,we really only use this as a speaker to stream music. we’ve had it 7 months and it’s just kinda useless.,positive,2
"Once set up very user friendly. Set-up wasn't as user friendly as I'd hoped.. The alexa app should be able to download to a pc without installing [invasive ] drivers. My wife and I are both retired and she wouldn't have been able to install Alexa, but if my son wasn't supplying her with a smart phone we wouldn't be using Alexa yet.","once set up very user friendly. set-up wasn't as user friendly as i'd hoped.. the alexa app should be able to download to a pc without installing [invasive ] drivers. my wife and i are both retired and she wouldn't have been able to install alexa, but if my son wasn't supplying her with a smart phone we wouldn't be using alexa yet.",positive,2
Very easy set up. Really enjoying it,very easy set up. really enjoying it,positive,2
"The echo doesn’t come with a built in battery so it has to be plugged in at all times to use it, makes it quite inconvenient.","the echo doesn’t come with a built in battery so it has to be plugged in at all times to use it, makes it quite inconvenient.",neutral,1
more compact and a bit better than the original,more compact and a bit better than the original,positive,2
I love it pretty cool.,i love it pretty cool.,positive,2
I having it in my living room. Music sounds really good in my living room . I can hear it upstairs.,i having it in my living room. music sounds really good in my living room . i can hear it upstairs.,positive,2
This is a great product!  Set up was easy.  Sound is wonderful.,this is a great product!  set up was easy.  sound is wonderful.,positive,2
"So far I like it.  I bought it just for some music though, and it sounds pretty good.","so far i like it.  i bought it just for some music though, and it sounds pretty good.",positive,2
Love it,love it,positive,2
Love it.,love it.,positive,2
Glad I bought this.,glad i bought this.,positive,2
"Like, all types of fun,music, and more","like, all types of fun,music, and more",positive,2
I like the volume up and down on the top so I can turn it down quickly.,i like the volume up and down on the top so i can turn it down quickly.,positive,2
Beyond my capabilities to program. Grandkids lve it,beyond my capabilities to program. grandkids lve it,neutral,1
"I love my new echo.  It gives me hours of music and help with other things.It was difficult for me to set it up,  I had to have help from a Tekkie","i love my new echo.  it gives me hours of music and help with other things.it was difficult for me to set it up,  i had to have help from a tekkie",positive,2
Almost as good as my Bose. Love the whole house music.,almost as good as my bose. love the whole house music.,positive,2
